id,features,labels
72,https://vo_agam_output.cog.sanger.ac.uk/AR0054-Cx.gatk.zarr.zip,coluzzii
73,https://vo_agam_output.cog.sanger.ac.uk/AR0016-Cx.gatk.zarr.zip,coluzzii
74,https://vo_agam_output.cog.sanger.ac.uk/AR0050-Cx.gatk.zarr.zip,coluzzii
75,https://vo_agam_output.cog.sanger.ac.uk/AR0069-Cx.gatk.zarr.zip,coluzzii
76,https://vo_agam_output.cog.sanger.ac.uk/AR0018-Cx.gatk.zarr.zip,coluzzii
77,https://vo_agam_output.cog.sanger.ac.uk/AR0081-Cx.gatk.zarr.zip,coluzzii
78,https://vo_agam_output.cog.sanger.ac.uk/AR0013-Cx.gatk.zarr.zip,coluzzii
79,https://vo_agam_output.cog.sanger.ac.uk/AR0026-C.gatk.zarr.zip,coluzzii
80,https://vo_agam_output.cog.sanger.ac.uk/AR0053-C.gatk.zarr.zip,coluzzii
81,https://vo_agam_output.cog.sanger.ac.uk/AB0085-Cx.gatk.zarr.zip,gambiae
82,https://vo_agam_output.cog.sanger.ac.uk/AB0086-Cx.gatk.zarr.zip,gambiae
83,https://vo_agam_output.cog.sanger.ac.uk/AB0087-C.gatk.zarr.zip,coluzzii
84,https://vo_agam_output.cog.sanger.ac.uk/AB0088-C.gatk.zarr.zip,coluzzii
85,https://vo_agam_output.cog.sanger.ac.uk/AB0089-Cx.gatk.zarr.zip,coluzzii
86,https://vo_agam_output.cog.sanger.ac.uk/AB0090-C.gatk.zarr.zip,coluzzii
87,https://vo_agam_output.cog.sanger.ac.uk/AB0091-C.gatk.zarr.zip,coluzzii
88,https://vo_agam_output.cog.sanger.ac.uk/AB0092-C.gatk.zarr.zip,coluzzii
89,https://vo_agam_output.cog.sanger.ac.uk/AB0094-Cx.gatk.zarr.zip,coluzzii
90,https://vo_agam_output.cog.sanger.ac.uk/AB0095-Cx.gatk.zarr.zip,coluzzii
91,https://vo_agam_output.cog.sanger.ac.uk/AB0096-C.gatk.zarr.zip,gambiae
92,https://vo_agam_output.cog.sanger.ac.uk/AB0097-Cx.gatk.zarr.zip,coluzzii
93,https://vo_agam_output.cog.sanger.ac.uk/AB0098-Cx.gatk.zarr.zip,coluzzii
94,https://vo_agam_output.cog.sanger.ac.uk/AB0099-Cx.gatk.zarr.zip,coluzzii
95,https://vo_agam_output.cog.sanger.ac.uk/AB0100-C.gatk.zarr.zip,coluzzii
96,https://vo_agam_output.cog.sanger.ac.uk/AB0101-C.gatk.zarr.zip,coluzzii
97,https://vo_agam_output.cog.sanger.ac.uk/AB0103-C.gatk.zarr.zip,gambiae
98,https://vo_agam_output.cog.sanger.ac.uk/AB0104-Cx.gatk.zarr.zip,gambiae
99,https://vo_agam_output.cog.sanger.ac.uk/AB0109-C.gatk.zarr.zip,coluzzii
100,https://vo_agam_output.cog.sanger.ac.uk/AB0110-C.gatk.zarr.zip,coluzzii
101,https://vo_agam_output.cog.sanger.ac.uk/AB0111-C.gatk.zarr.zip,coluzzii
102,https://vo_agam_output.cog.sanger.ac.uk/AB0112-C.gatk.zarr.zip,coluzzii
103,https://vo_agam_output.cog.sanger.ac.uk/AB0113-C.gatk.zarr.zip,coluzzii
104,https://vo_agam_output.cog.sanger.ac.uk/AB0114-C.gatk.zarr.zip,coluzzii
105,https://vo_agam_output.cog.sanger.ac.uk/AB0115-C.gatk.zarr.zip,coluzzii
106,https://vo_agam_output.cog.sanger.ac.uk/AB0116-C.gatk.zarr.zip,gambiae
107,https://vo_agam_output.cog.sanger.ac.uk/AB0117-C.gatk.zarr.zip,gambiae
108,https://vo_agam_output.cog.sanger.ac.uk/AB0118-C.gatk.zarr.zip,gambiae
109,https://vo_agam_output.cog.sanger.ac.uk/AB0119-C.gatk.zarr.zip,gambiae
110,https://vo_agam_output.cog.sanger.ac.uk/AB0121-C.gatk.zarr.zip,coluzzii
111,https://vo_agam_output.cog.sanger.ac.uk/AB0122-C.gatk.zarr.zip,coluzzii
112,https://vo_agam_output.cog.sanger.ac.uk/AB0123-C.gatk.zarr.zip,coluzzii
113,https://vo_agam_output.cog.sanger.ac.uk/AB0124-C.gatk.zarr.zip,coluzzii
114,https://vo_agam_output.cog.sanger.ac.uk/AB0126-Cx.gatk.zarr.zip,gambiae
115,https://vo_agam_output.cog.sanger.ac.uk/AB0127-C.gatk.zarr.zip,gambiae
116,https://vo_agam_output.cog.sanger.ac.uk/AB0128-C.gatk.zarr.zip,gambiae
117,https://vo_agam_output.cog.sanger.ac.uk/AB0129-C.gatk.zarr.zip,gambiae
118,https://vo_agam_output.cog.sanger.ac.uk/AB0130-Cx.gatk.zarr.zip,gambiae
119,https://vo_agam_output.cog.sanger.ac.uk/AB0131-Cx.gatk.zarr.zip,gambiae
120,https://vo_agam_output.cog.sanger.ac.uk/AB0132-C.gatk.zarr.zip,coluzzii
121,https://vo_agam_output.cog.sanger.ac.uk/AB0133-C.gatk.zarr.zip,gambiae
122,https://vo_agam_output.cog.sanger.ac.uk/AB0134-C.gatk.zarr.zip,gambiae
123,https://vo_agam_output.cog.sanger.ac.uk/AB0135-C.gatk.zarr.zip,gambiae
124,https://vo_agam_output.cog.sanger.ac.uk/AB0136-Cx.gatk.zarr.zip,gambiae
125,https://vo_agam_output.cog.sanger.ac.uk/AB0137-Cx.gatk.zarr.zip,coluzzii
126,https://vo_agam_output.cog.sanger.ac.uk/AB0138-Cx.gatk.zarr.zip,coluzzii
127,https://vo_agam_output.cog.sanger.ac.uk/AB0139-C.gatk.zarr.zip,coluzzii
128,https://vo_agam_output.cog.sanger.ac.uk/AB0140-C.gatk.zarr.zip,coluzzii
129,https://vo_agam_output.cog.sanger.ac.uk/AB0142-C.gatk.zarr.zip,coluzzii
130,https://vo_agam_output.cog.sanger.ac.uk/AB0143-Cx.gatk.zarr.zip,gambiae
131,https://vo_agam_output.cog.sanger.ac.uk/AB0144-C.gatk.zarr.zip,gambiae
132,https://vo_agam_output.cog.sanger.ac.uk/AB0145-C.gatk.zarr.zip,gambiae
133,https://vo_agam_output.cog.sanger.ac.uk/AB0146-Cx.gatk.zarr.zip,gambiae
134,https://vo_agam_output.cog.sanger.ac.uk/AB0147-C.gatk.zarr.zip,gambiae
135,https://vo_agam_output.cog.sanger.ac.uk/AB0148-Cx.gatk.zarr.zip,gambiae
136,https://vo_agam_output.cog.sanger.ac.uk/AB0150-Cx.gatk.zarr.zip,gambiae
137,https://vo_agam_output.cog.sanger.ac.uk/AB0151-Cx.gatk.zarr.zip,gambiae
138,https://vo_agam_output.cog.sanger.ac.uk/AB0153-C.gatk.zarr.zip,gambiae
139,https://vo_agam_output.cog.sanger.ac.uk/AB0155-Cx.gatk.zarr.zip,gambiae
140,https://vo_agam_output.cog.sanger.ac.uk/AB0157-Cx.gatk.zarr.zip,gambiae
141,https://vo_agam_output.cog.sanger.ac.uk/AB0158-Cx.gatk.zarr.zip,gambiae
142,https://vo_agam_output.cog.sanger.ac.uk/AB0159-C.gatk.zarr.zip,gambiae
143,https://vo_agam_output.cog.sanger.ac.uk/AB0160-Cx.gatk.zarr.zip,gambiae
144,https://vo_agam_output.cog.sanger.ac.uk/AB0161-C.gatk.zarr.zip,gambiae
145,https://vo_agam_output.cog.sanger.ac.uk/AB0162-C.gatk.zarr.zip,gambiae
146,https://vo_agam_output.cog.sanger.ac.uk/AB0164-C.gatk.zarr.zip,gambiae
147,https://vo_agam_output.cog.sanger.ac.uk/AB0165-C.gatk.zarr.zip,gambiae
148,https://vo_agam_output.cog.sanger.ac.uk/AB0166-C.gatk.zarr.zip,gambiae
149,https://vo_agam_output.cog.sanger.ac.uk/AB0167-C.gatk.zarr.zip,gambiae
150,https://vo_agam_output.cog.sanger.ac.uk/AB0169-C.gatk.zarr.zip,gambiae
151,https://vo_agam_output.cog.sanger.ac.uk/AB0170-C.gatk.zarr.zip,gambiae
152,https://vo_agam_output.cog.sanger.ac.uk/AB0171-Cx.gatk.zarr.zip,gambiae
153,https://vo_agam_output.cog.sanger.ac.uk/AB0172-Cx.gatk.zarr.zip,gambiae
154,https://vo_agam_output.cog.sanger.ac.uk/AB0173-C.gatk.zarr.zip,gambiae
155,https://vo_agam_output.cog.sanger.ac.uk/AB0174-C.gatk.zarr.zip,gambiae
156,https://vo_agam_output.cog.sanger.ac.uk/AB0175-Cx.gatk.zarr.zip,gambiae
157,https://vo_agam_output.cog.sanger.ac.uk/AB0176-Cx.gatk.zarr.zip,gambiae
158,https://vo_agam_output.cog.sanger.ac.uk/AB0177-C.gatk.zarr.zip,gambiae
159,https://vo_agam_output.cog.sanger.ac.uk/AB0178-C.gatk.zarr.zip,gambiae
160,https://vo_agam_output.cog.sanger.ac.uk/AB0179-Cx.gatk.zarr.zip,gambiae
161,https://vo_agam_output.cog.sanger.ac.uk/AB0180-Cx.gatk.zarr.zip,gambiae
162,https://vo_agam_output.cog.sanger.ac.uk/AB0181-C.gatk.zarr.zip,coluzzii
163,https://vo_agam_output.cog.sanger.ac.uk/AB0182-C.gatk.zarr.zip,coluzzii
164,https://vo_agam_output.cog.sanger.ac.uk/AB0183-C.gatk.zarr.zip,coluzzii
165,https://vo_agam_output.cog.sanger.ac.uk/AB0184-C.gatk.zarr.zip,coluzzii
166,https://vo_agam_output.cog.sanger.ac.uk/AB0185-Cx.gatk.zarr.zip,coluzzii
167,https://vo_agam_output.cog.sanger.ac.uk/AB0186-C.gatk.zarr.zip,coluzzii
168,https://vo_agam_output.cog.sanger.ac.uk/AB0187-C.gatk.zarr.zip,coluzzii
169,https://vo_agam_output.cog.sanger.ac.uk/AB0188-C.gatk.zarr.zip,coluzzii
170,https://vo_agam_output.cog.sanger.ac.uk/AB0189-C.gatk.zarr.zip,coluzzii
171,https://vo_agam_output.cog.sanger.ac.uk/AB0190-C.gatk.zarr.zip,coluzzii
172,https://vo_agam_output.cog.sanger.ac.uk/AB0191-Cx.gatk.zarr.zip,coluzzii
173,https://vo_agam_output.cog.sanger.ac.uk/AB0192-C.gatk.zarr.zip,coluzzii
174,https://vo_agam_output.cog.sanger.ac.uk/AB0193-C.gatk.zarr.zip,coluzzii
175,https://vo_agam_output.cog.sanger.ac.uk/AB0194-C.gatk.zarr.zip,coluzzii
176,https://vo_agam_output.cog.sanger.ac.uk/AB0196-C.gatk.zarr.zip,coluzzii
177,https://vo_agam_output.cog.sanger.ac.uk/AB0197-C.gatk.zarr.zip,gambiae
178,https://vo_agam_output.cog.sanger.ac.uk/AB0198-C.gatk.zarr.zip,gambiae
179,https://vo_agam_output.cog.sanger.ac.uk/AB0199-C.gatk.zarr.zip,gambiae
180,https://vo_agam_output.cog.sanger.ac.uk/AB0200-C.gatk.zarr.zip,gambiae
181,https://vo_agam_output.cog.sanger.ac.uk/AB0201-Cx.gatk.zarr.zip,gambiae
182,https://vo_agam_output.cog.sanger.ac.uk/AB0202-Cx.gatk.zarr.zip,gambiae
183,https://vo_agam_output.cog.sanger.ac.uk/AB0203-C.gatk.zarr.zip,gambiae
184,https://vo_agam_output.cog.sanger.ac.uk/AB0204-C.gatk.zarr.zip,coluzzii
185,https://vo_agam_output.cog.sanger.ac.uk/AB0205-C.gatk.zarr.zip,gambiae
186,https://vo_agam_output.cog.sanger.ac.uk/AB0206-C.gatk.zarr.zip,gambiae
187,https://vo_agam_output.cog.sanger.ac.uk/AB0207-C.gatk.zarr.zip,gambiae
188,https://vo_agam_output.cog.sanger.ac.uk/AB0208-C.gatk.zarr.zip,gambiae
189,https://vo_agam_output.cog.sanger.ac.uk/AB0209-C.gatk.zarr.zip,coluzzii
190,https://vo_agam_output.cog.sanger.ac.uk/AB0210-C.gatk.zarr.zip,coluzzii
191,https://vo_agam_output.cog.sanger.ac.uk/AB0211-C.gatk.zarr.zip,gambiae
192,https://vo_agam_output.cog.sanger.ac.uk/AB0212-C.gatk.zarr.zip,coluzzii
193,https://vo_agam_output.cog.sanger.ac.uk/AB0213-C.gatk.zarr.zip,coluzzii
194,https://vo_agam_output.cog.sanger.ac.uk/AB0214-C.gatk.zarr.zip,coluzzii
195,https://vo_agam_output.cog.sanger.ac.uk/AB0215-C.gatk.zarr.zip,coluzzii
196,https://vo_agam_output.cog.sanger.ac.uk/AB0216-C.gatk.zarr.zip,coluzzii
197,https://vo_agam_output.cog.sanger.ac.uk/AB0217-C.gatk.zarr.zip,gambiae
198,https://vo_agam_output.cog.sanger.ac.uk/AB0218-C.gatk.zarr.zip,gambiae
199,https://vo_agam_output.cog.sanger.ac.uk/AB0219-Cx.gatk.zarr.zip,coluzzii
200,https://vo_agam_output.cog.sanger.ac.uk/AB0221-C.gatk.zarr.zip,coluzzii
201,https://vo_agam_output.cog.sanger.ac.uk/AB0222-C.gatk.zarr.zip,coluzzii
202,https://vo_agam_output.cog.sanger.ac.uk/AB0223-C.gatk.zarr.zip,coluzzii
203,https://vo_agam_output.cog.sanger.ac.uk/AB0224-C.gatk.zarr.zip,coluzzii
204,https://vo_agam_output.cog.sanger.ac.uk/AB0225-C.gatk.zarr.zip,gambiae
205,https://vo_agam_output.cog.sanger.ac.uk/AB0226-C.gatk.zarr.zip,coluzzii
206,https://vo_agam_output.cog.sanger.ac.uk/AB0227-Cx.gatk.zarr.zip,coluzzii
207,https://vo_agam_output.cog.sanger.ac.uk/AB0228-C.gatk.zarr.zip,gambiae
208,https://vo_agam_output.cog.sanger.ac.uk/AB0229-C.gatk.zarr.zip,coluzzii
209,https://vo_agam_output.cog.sanger.ac.uk/AB0230-Cx.gatk.zarr.zip,coluzzii
210,https://vo_agam_output.cog.sanger.ac.uk/AB0231-C.gatk.zarr.zip,gambiae
211,https://vo_agam_output.cog.sanger.ac.uk/AB0232-Cx.gatk.zarr.zip,gambiae
212,https://vo_agam_output.cog.sanger.ac.uk/AB0233-C.gatk.zarr.zip,gambiae
213,https://vo_agam_output.cog.sanger.ac.uk/AB0234-C.gatk.zarr.zip,coluzzii
214,https://vo_agam_output.cog.sanger.ac.uk/AB0235-C.gatk.zarr.zip,gambiae
215,https://vo_agam_output.cog.sanger.ac.uk/AB0236-Cx.gatk.zarr.zip,gambiae
216,https://vo_agam_output.cog.sanger.ac.uk/AB0237-C.gatk.zarr.zip,coluzzii
217,https://vo_agam_output.cog.sanger.ac.uk/AB0238-C.gatk.zarr.zip,gambiae
218,https://vo_agam_output.cog.sanger.ac.uk/AB0239-C.gatk.zarr.zip,gambiae
219,https://vo_agam_output.cog.sanger.ac.uk/AB0240-C.gatk.zarr.zip,coluzzii
220,https://vo_agam_output.cog.sanger.ac.uk/AB0241-C.gatk.zarr.zip,gambiae
221,https://vo_agam_output.cog.sanger.ac.uk/AB0242-C.gatk.zarr.zip,coluzzii
222,https://vo_agam_output.cog.sanger.ac.uk/AB0243-C.gatk.zarr.zip,coluzzii
223,https://vo_agam_output.cog.sanger.ac.uk/AB0244-C.gatk.zarr.zip,gambiae
224,https://vo_agam_output.cog.sanger.ac.uk/AB0246-C.gatk.zarr.zip,coluzzii
225,https://vo_agam_output.cog.sanger.ac.uk/AB0247-C.gatk.zarr.zip,coluzzii
226,https://vo_agam_output.cog.sanger.ac.uk/AB0248-C.gatk.zarr.zip,coluzzii
227,https://vo_agam_output.cog.sanger.ac.uk/AB0249-Cx.gatk.zarr.zip,coluzzii
228,https://vo_agam_output.cog.sanger.ac.uk/AB0250-Cx.gatk.zarr.zip,coluzzii
229,https://vo_agam_output.cog.sanger.ac.uk/AB0251-C.gatk.zarr.zip,gambiae
230,https://vo_agam_output.cog.sanger.ac.uk/AB0252-C.gatk.zarr.zip,gambiae
231,https://vo_agam_output.cog.sanger.ac.uk/AB0253-C.gatk.zarr.zip,gambiae
232,https://vo_agam_output.cog.sanger.ac.uk/AB0255-C.gatk.zarr.zip,gambiae
233,https://vo_agam_output.cog.sanger.ac.uk/AB0256-C.gatk.zarr.zip,gambiae
234,https://vo_agam_output.cog.sanger.ac.uk/AB0257-C.gatk.zarr.zip,coluzzii
235,https://vo_agam_output.cog.sanger.ac.uk/AB0258-Cx.gatk.zarr.zip,coluzzii
236,https://vo_agam_output.cog.sanger.ac.uk/AB0259-Cx.gatk.zarr.zip,coluzzii
237,https://vo_agam_output.cog.sanger.ac.uk/AB0260-C.gatk.zarr.zip,gambiae
238,https://vo_agam_output.cog.sanger.ac.uk/AB0261-Cx.gatk.zarr.zip,gambiae
239,https://vo_agam_output.cog.sanger.ac.uk/AB0262-Cx.gatk.zarr.zip,coluzzii
240,https://vo_agam_output.cog.sanger.ac.uk/AB0263-C.gatk.zarr.zip,coluzzii
241,https://vo_agam_output.cog.sanger.ac.uk/AB0264-C.gatk.zarr.zip,gambiae
242,https://vo_agam_output.cog.sanger.ac.uk/AB0265-C.gatk.zarr.zip,gambiae
243,https://vo_agam_output.cog.sanger.ac.uk/AB0266-Cx.gatk.zarr.zip,coluzzii
244,https://vo_agam_output.cog.sanger.ac.uk/AB0267-C.gatk.zarr.zip,coluzzii
245,https://vo_agam_output.cog.sanger.ac.uk/AB0268-C.gatk.zarr.zip,gambiae
246,https://vo_agam_output.cog.sanger.ac.uk/AB0269-Cx.gatk.zarr.zip,gambiae
247,https://vo_agam_output.cog.sanger.ac.uk/AB0270-C.gatk.zarr.zip,gambiae
248,https://vo_agam_output.cog.sanger.ac.uk/AB0271-Cx.gatk.zarr.zip,gambiae
249,https://vo_agam_output.cog.sanger.ac.uk/AB0272-Cx.gatk.zarr.zip,gambiae
250,https://vo_agam_output.cog.sanger.ac.uk/AB0273-Cx.gatk.zarr.zip,gambiae
251,https://vo_agam_output.cog.sanger.ac.uk/AB0274-C.gatk.zarr.zip,gambiae
252,https://vo_agam_output.cog.sanger.ac.uk/AB0275-C.gatk.zarr.zip,gambiae
253,https://vo_agam_output.cog.sanger.ac.uk/AB0276-C.gatk.zarr.zip,coluzzii
254,https://vo_agam_output.cog.sanger.ac.uk/AB0277-C.gatk.zarr.zip,gambiae
255,https://vo_agam_output.cog.sanger.ac.uk/AB0278-C.gatk.zarr.zip,gambiae
256,https://vo_agam_output.cog.sanger.ac.uk/AB0279-C.gatk.zarr.zip,coluzzii
257,https://vo_agam_output.cog.sanger.ac.uk/AB0280-Cx.gatk.zarr.zip,gambiae
258,https://vo_agam_output.cog.sanger.ac.uk/AB0281-Cx.gatk.zarr.zip,gambiae
259,https://vo_agam_output.cog.sanger.ac.uk/AB0282-Cx.gatk.zarr.zip,coluzzii
260,https://vo_agam_output.cog.sanger.ac.uk/AB0283-C.gatk.zarr.zip,gambiae
261,https://vo_agam_output.cog.sanger.ac.uk/AB0284-C.gatk.zarr.zip,gambiae
262,https://vo_agam_output.cog.sanger.ac.uk/AB0326-C.gatk.zarr.zip,coluzzii
263,https://vo_agam_output.cog.sanger.ac.uk/AB0327-C.gatk.zarr.zip,coluzzii
264,https://vo_agam_output.cog.sanger.ac.uk/AB0328-C.gatk.zarr.zip,coluzzii
265,https://vo_agam_output.cog.sanger.ac.uk/AB0329-C.gatk.zarr.zip,coluzzii
266,https://vo_agam_output.cog.sanger.ac.uk/AB0330-C.gatk.zarr.zip,coluzzii
267,https://vo_agam_output.cog.sanger.ac.uk/AB0331-C.gatk.zarr.zip,coluzzii
268,https://vo_agam_output.cog.sanger.ac.uk/AB0332-C.gatk.zarr.zip,coluzzii
269,https://vo_agam_output.cog.sanger.ac.uk/AB0333-C.gatk.zarr.zip,arabiensis
270,https://vo_agam_output.cog.sanger.ac.uk/AB0334-C.gatk.zarr.zip,coluzzii
271,https://vo_agam_output.cog.sanger.ac.uk/AB0337-C.gatk.zarr.zip,coluzzii
272,https://vo_agam_output.cog.sanger.ac.uk/AB0338-C.gatk.zarr.zip,coluzzii
273,https://vo_agam_output.cog.sanger.ac.uk/AB0339-C.gatk.zarr.zip,coluzzii
274,https://vo_agam_output.cog.sanger.ac.uk/AB0340-C.gatk.zarr.zip,coluzzii
275,https://vo_agam_output.cog.sanger.ac.uk/AB0341-C.gatk.zarr.zip,coluzzii
276,https://vo_agam_output.cog.sanger.ac.uk/AB0348-C.gatk.zarr.zip,coluzzii
277,https://vo_agam_output.cog.sanger.ac.uk/AB0351-C.gatk.zarr.zip,coluzzii
278,https://vo_agam_output.cog.sanger.ac.uk/AB0352-C.gatk.zarr.zip,coluzzii
279,https://vo_agam_output.cog.sanger.ac.uk/AB0354-C.gatk.zarr.zip,coluzzii
280,https://vo_agam_output.cog.sanger.ac.uk/AB0355-C.gatk.zarr.zip,coluzzii
281,https://vo_agam_output.cog.sanger.ac.uk/AB0356-C.gatk.zarr.zip,coluzzii
282,https://vo_agam_output.cog.sanger.ac.uk/AB0357-C.gatk.zarr.zip,coluzzii
283,https://vo_agam_output.cog.sanger.ac.uk/AB0358-C.gatk.zarr.zip,coluzzii
